Iteration,min
371,-17.0
372,-17.0
373,-17.0
374,-17.0
375,-17.0
376,-17.0
377,-17.0
378,-17.0
379,-17.0
380,-17.0
381,-17.0
382,-17.0
383,-17.0
384,-17.0
385,-17.0
386,-17.0
387,-17.0
388,-17.0
389,-17.0
390,-17.0
391,-17.0
392,-17.0
393,-17.0
394,-17.0
395,-17.0
396,-17.0
397,-17.0
398,-17.0
399,-17.0
400,-17.0
401,-17.0
402,-17.0
403,-17.0
404,-17.0
405,-17.0
406,-17.0
407,-17.0
408,-17.0
409,-17.0
410,-17.0
411,-17.0
412,-17.0
413,-17.0
414,-17.0
415,-17.0
416,-17.0
417,-17.0
418,-17.0
419,-17.0
420,-17.0
421,-17.0
422,-17.0
423,-17.0
424,-17.0
425,-17.0
426,-17.0
427,-17.0
428,-17.0
429,-17.0
430,-17.0
431,-17.0
432,-17.0
433,-17.0
434,-17.0
435,-17.0
436,-17.0
437,-17.0
438,-17.0
439,-17.0
440,-17.0
441,-17.0
442,-17.0
443,-17.0
444,-17.0
445,-17.0
446,-17.0
447,-17.0
448,-17.0
449,-17.0
450,-17.0
451,-17.0
452,-17.0
453,-17.0
454,-17.0
455,-17.0
456,-17.0
457,-17.0
458,-17.0
459,-17.0
460,-17.0
461,-17.0
462,-17.0
463,-17.0
464,-17.0
465,-17.0
466,-17.0
467,-17.0
468,-17.0
469,-17.0
470,-17.0
471,-17.0
472,-17.0
473,-17.0
474,-17.0
475,-17.0
476,-17.0
477,-17.0
478,-17.0
479,-17.0
480,-17.0
481,-17.0
482,-17.0
483,-17.0
484,-17.0
485,-17.0
486,-17.0
487,-17.0
488,-17.0
489,-17.0
490,-17.0
491,-17.0
492,-17.0
493,-17.0
494,-17.0
495,-17.0
496,-17.0
497,-17.0
498,-17.0
499,-17.0
500,-17.0
