,Iter,best_vals,current_vals
67,67.0,-9.6,-7.0
68,68.0,-9.6,-2.8
69,69.0,-9.6,-4.0
70,70.0,-9.6,-7.3
71,71.0,-9.6,0.0
72,72.0,-9.6,-5.2
73,73.0,-9.6,-3.1
74,74.0,-9.6,-8.5
75,75.0,-12.1,-12.1
76,76.0,-12.1,-7.9
77,77.0,-12.1,-9.0
78,78.0,-12.1,-10.2
79,79.0,-12.1,-10.4
80,80.0,-12.1,-7.7
81,81.0,-12.1,-5.4
82,82.0,-12.1,-7.5
83,83.0,-12.1,-7.5
84,84.0,-12.1,0.0
85,85.0,-12.1,-2.9
86,86.0,-12.1,-2.8
87,87.0,-12.1,-7.4
88,88.0,-12.1,-8.1
89,89.0,-12.1,-9.0
90,90.0,-12.1,-5.0
91,91.0,-12.3,-12.3
92,92.0,-12.3,-7.8
93,93.0,-12.3,-4.7
94,94.0,-12.3,-7.2
95,95.0,-12.3,-7.0
96,96.0,-12.3,-12.3
97,97.0,-12.3,-2.9
98,98.0,-12.3,-6.8
99,99.0,-12.3,-2.1
100,100.0,-12.3,-9.1
101,101.0,-12.3,-6.6
102,102.0,-12.3,-10.1
103,103.0,-12.3,-4.9
104,104.0,-12.3,-10.8
105,105.0,-12.3,-5.5
106,106.0,-16.7,-16.7
107,107.0,-16.7,-6.5
108,108.0,-16.7,-1.5
109,109.0,-16.7,-1.5
110,110.0,-16.7,-4.9
111,111.0,-16.7,-1.9
112,112.0,-16.7,-11.2
113,113.0,-16.7,-2.7
114,114.0,-16.7,-3.4
115,115.0,-16.7,-8.6
116,116.0,-16.7,-14.5
117,117.0,-16.7,-2.1
118,118.0,-16.7,-7.8
119,119.0,-16.7,-2.6
120,120.0,-16.7,-0.5
121,121.0,-16.7,-11.0
122,122.0,-16.7,-7.6
123,123.0,-16.7,-8.4
124,124.0,-16.7,-5.3
125,125.0,-16.7,-11.2
126,126.0,-16.7,-5.7
127,127.0,-16.7,-1.5
128,128.0,-16.7,-6.9
129,129.0,-16.7,-7.6
130,130.0,-16.7,-8.6
131,131.0,-16.7,-4.8
132,132.0,-16.7,-10.6
133,133.0,-16.7,-5.2
134,134.0,-16.7,-6.2
135,135.0,-16.7,-11.4
136,136.0,-16.7,-8.0
137,137.0,-16.7,-3.4
138,138.0,-16.7,-9.6
139,139.0,-16.7,-3.8
140,140.0,-16.7,-4.6
141,141.0,-16.7,-7.9
142,142.0,-16.7,-5.8
143,143.0,-16.7,-6.4
144,144.0,-16.7,-0.9
145,145.0,-16.7,-7.1
146,146.0,-16.7,-2.7
147,147.0,-16.7,-0.4
148,148.0,-16.7,-0.9
149,149.0,-16.7,-0.6
150,150.0,-16.7,-7.7
151,151.0,-16.7,-3.8
152,152.0,-16.7,-10.4
153,153.0,-16.7,-0.2
154,154.0,-16.7,-6.2
155,155.0,-16.7,-4.1
156,156.0,-16.7,-12.7
157,157.0,-16.7,-3.1
158,158.0,-16.7,-6.1
159,159.0,-16.7,-5.8
160,160.0,-16.7,-10.6
161,161.0,-16.7,-0.4
162,162.0,-16.7,-3.0
163,163.0,-16.7,-7.6
164,164.0,-16.7,-2.2
165,165.0,-16.7,-5.6
166,166.0,-16.7,-0.1
167,167.0,-16.7,-6.9
168,168.0,-16.7,-2.5
169,169.0,-16.7,-3.8
170,170.0,-16.7,-10.6
171,171.0,-16.7,-1.3
172,172.0,-16.7,-9.8
173,173.0,-16.7,-14.8
174,174.0,-16.7,-6.8
175,175.0,-16.7,-8.5
176,176.0,-16.7,-0.6
177,177.0,-16.7,-5.2
178,178.0,-16.7,-5.8
179,179.0,-16.7,-10.9
180,180.0,-16.7,-3.7
181,181.0,-16.7,-7.7
182,182.0,-16.7,-4.2
183,183.0,-16.7,-6.3
184,184.0,-16.7,-3.7
185,185.0,-16.7,-13.6
186,186.0,-16.7,-7.9
187,187.0,-16.7,-0.7
188,188.0,-16.7,-2.5
189,189.0,-16.7,-2.7
190,190.0,-16.7,-5.7
191,191.0,-16.7,-3.5
192,192.0,-16.7,-1.4
193,193.0,-16.7,-9.1
194,194.0,-16.7,-6.7
195,195.0,-16.7,-2.1
196,196.0,-16.7,-6.6
197,197.0,-16.7,-7.6
198,198.0,-16.7,-11.5
199,199.0,-16.7,-7.5
200,200.0,-16.7,-7.0
201,201.0,-16.7,-2.4
202,202.0,-16.7,-5.9
203,203.0,-16.7,-7.1
204,204.0,-16.7,-7.1
205,205.0,-16.7,-10.5
206,206.0,-16.7,-10.4
207,207.0,-16.7,-3.9
208,208.0,-16.7,-8.4
209,209.0,-16.7,-1.2
210,210.0,-16.7,-4.9
211,211.0,-16.7,-13.0
212,212.0,-16.7,-8.4
213,213.0,-16.7,-10.4
214,214.0,-16.7,-11.8
215,215.0,-16.7,-3.6
216,216.0,-16.7,-8.5
217,217.0,-16.7,-12.9
218,218.0,-16.7,-13.9
219,219.0,-16.7,-9.5
220,220.0,-16.7,-3.3
221,221.0,-16.7,-3.0
222,222.0,-16.7,-5.2
223,223.0,-16.7,-3.3
224,224.0,-16.7,-7.3
225,225.0,-16.7,0.0
226,226.0,-16.7,-4.5
227,227.0,-16.7,-11.6
228,228.0,-16.7,-9.3
229,229.0,-16.7,-13.3
230,230.0,-16.7,-9.6
231,231.0,-16.7,-10.0
232,232.0,-16.7,-6.2
233,233.0,-16.7,-2.3
234,234.0,-16.7,-1.8
235,235.0,-16.7,-7.3
236,236.0,-16.7,-6.4
237,237.0,-16.7,-10.0
238,238.0,-16.7,-9.7
239,239.0,-16.7,-2.5
240,240.0,-16.7,-4.0
241,241.0,-16.7,-5.5
242,242.0,-16.7,-10.5
243,243.0,-16.7,-4.4
244,244.0,-16.7,-10.0
245,245.0,-16.7,-5.6
246,246.0,-16.7,-12.2
247,247.0,-16.7,-7.4
248,248.0,-16.7,-9.2
249,249.0,-16.7,-16.6
250,250.0,-16.7,-4.4
251,251.0,-16.9,-16.9
252,252.0,-16.9,-9.8
253,253.0,-16.9,-6.3
254,254.0,-16.9,-13.0
255,255.0,-16.9,-5.7
256,256.0,-19.0,-19.0
257,257.0,-19.0,-3.0
258,258.0,-19.0,-18.1
259,259.0,-19.0,-9.1
260,260.0,-19.0,-3.6
261,261.0,-19.0,-9.3
262,262.0,-19.0,-1.7
263,263.0,-19.0,-7.1
264,264.0,-19.0,-8.1
265,265.0,-19.0,-3.7
266,266.0,-19.0,-12.3
267,267.0,-19.0,-9.9
268,268.0,-19.0,-1.8
269,269.0,-19.0,-1.2
270,270.0,-19.0,-2.9
271,271.0,-19.0,-4.5
272,272.0,-19.0,-8.3
273,273.0,-19.0,-6.2
274,274.0,-19.0,-14.8
275,275.0,-19.0,-7.2
276,276.0,-19.0,-2.6
277,277.0,-19.0,-9.5
278,278.0,-19.0,-3.8
279,279.0,-19.0,-2.2
280,280.0,-19.0,-7.3
281,281.0,-19.0,-14.9
282,282.0,-19.0,-8.4
283,283.0,-19.0,-0.7
284,284.0,-19.0,-4.7
285,285.0,-19.0,-3.1
286,286.0,-19.0,-6.3
287,287.0,-19.0,-2.8
288,288.0,-19.0,-5.1
289,289.0,-19.0,-1.2
290,290.0,-22.0,-22.0
291,291.0,-22.0,-6.8
292,292.0,-22.0,-1.5
293,293.0,-22.0,-1.7
294,294.0,-22.0,-7.0
295,295.0,-22.0,-9.1
296,296.0,-22.0,-3.9
297,297.0,-22.0,-1.1
298,298.0,-22.0,-1.5
299,299.0,-22.0,-1.0
300,300.0,-22.0,-4.4
